id,created_at,text
1233798837296193536,2020-02-29 16:59:00,b'Ludhiana: SAI expels four erring handball players\nhttps://t.co/VqKqRciNoh'
1233797579990695937,2020-02-29 16:54:00,b'25-acre land to be acquired in Tarn Taran village for law varsity\nhttps://t.co/fXWxjWaVxL'
1233797578921086976,2020-02-29 16:54:00,b'Man held for raping minor stepdaughter in Jalandhar\nhttps://t.co/EZNLzAB974'
1233796710050103296,2020-02-29 16:50:33,b'Int\xe2\x80\x99l Women\xe2\x80\x99s Day: Night-long fair for women at Moga to claim public spaces after dusk\nhttps://t.co/UapEhzd1HH'
1233796321791766532,2020-02-29 16:49:00,b'Punjab-origin man among 22 jailed for drug dealing in UK\nhttps://t.co/XncZMP8BVk'
1233796320667660289,2020-02-29 16:49:00,b'Manpreet Singh Badal announces \xe2\x82\xb9100-cr startup fund\nhttps://t.co/9WxfXvx9m1'
1233795438207107073,2020-02-29 16:45:29,b'\xe2\x80\x98Can\xe2\x80\x99t divide Hindus and Muslims\xe2\x80\x99: Nobel laureate Amartya Sen expresses \xe2\x80\x98serious concern\xe2\x80\x99 on Delhi violence\nhttps://t.co/efszM7kNuY'
1233793803955257344,2020-02-29 16:39:00,"b'\xe2\x82\xb91.5 cr Kar Sewa centre heist:\xe2\x80\x89Key suspect among 2 held, \xe2\x82\xb912 lakh of looted donation money recovered\nhttps://t.co/jHYLqB00E3'"
1233792915274530817,2020-02-29 16:35:28,b'Personal agenda with Sara Ali Khan: \xe2\x80\x9cMy strategy in a crisis is to follow the heart if it disagrees with the mind\xe2\x80\x9d\nhttps://t.co/lnIlNZLHMt'
1233792547941543936,2020-02-29 16:34:00,b'Atal canteens a boon for people from lower strata\nhttps://t.co/rnc95o4Mep'
1233792546796535808,2020-02-29 16:34:00,b'\xe2\x80\x98Historic opportunity for peace\xe2\x80\x99: White House on US-Afghanistan deal\nhttps://t.co/8a2nFDLcg7'
1233792545651486722,2020-02-29 16:34:00,b'Men\xe2\x80\x99s style and grooming by Yatan Ahluwalia: Every man\xe2\x80\x99s guide to managing body hair\nhttps://t.co/14HpBVQ5Aj'
